级别	日期和时间	来源	事件 ID	任务类别
信息	2013/11/13 19:25:19	Microsoft-Windows-Servicing	2	无	已将程序包 KB2868725 成功更改为 已安装 状态。
信息	2013/11/13 19:25:18	Microsoft-Windows-Servicing	2	无	已将程序包 KB2888505 成功更改为 已安装 状态。
信息	2013/11/13 18:20:47	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2893519 更改为 已安装 状态。
信息	2013/11/13 18:20:32	Microsoft-Windows-Servicing	1	无	启动程序包 KB2893519 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/11/13 18:20:32	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2868725 更改为 已安装 状态。
信息	2013/11/13 18:20:18	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868725 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/11/13 18:20:17	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2888505 更改为 已安装 状态。
信息	2013/11/13 18:19:28	Microsoft-Windows-Servicing	1	无	启动程序包 KB2888505 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/11/15 10:05:12	Microsoft-Windows-Servicing	3	无	将程序包 KB2893519 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/11/15 10:05:01	Microsoft-Windows-Servicing	1	无	启动程序包 KB2893519 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/11/15 10:04:34	Microsoft-Windows-Servicing	3	无	将程序包 KB2868725 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/11/15 10:04:23	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868725 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/11/15 9:56:15	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2900986)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2900986-x86.msu"" /quiet /norestart”)"
信息	2013/11/15 9:56:14	Microsoft-Windows-Servicing	2	无	已将程序包 KB2900986 成功更改为 已安装 状态。
信息	2013/11/15 9:56:04	Microsoft-Windows-Servicing	1	无	启动程序包 KB2900986 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/11/15 9:45:18	Microsoft-Windows-Servicing	2	无	已将程序包 KB2876331 成功更改为 已安装 状态。
信息	2013/11/15 9:45:18	Microsoft-Windows-Servicing	2	无	已将程序包 KB2868626 成功更改为 已安装 状态。
信息	2013/11/15 9:45:18	Microsoft-Windows-Servicing	2	无	已将程序包 KB2862152 成功更改为 已安装 状态。
信息	2013/11/15 9:42:14	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2876331)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2876331-x86.msu"" /quiet /norestart”)"
警告	2013/11/15 9:42:14	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2876331) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2876331-x86.msu"" /quiet /norestart”)"
信息	2013/11/15 9:42:12	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2876331 更改为 已安装 状态。
信息	2013/11/15 9:41:59	Microsoft-Windows-Servicing	1	无	启动程序包 KB2876331 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/11/12 9:40:40	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2868626)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2868626-x86.msu"" /quiet /norestart”)"
警告	2013/11/12 9:40:40	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2868626) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2868626-x86.msu"" /quiet /norestart”)"
信息	2013/11/12 9:40:39	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2868626 更改为 已安装 状态。
信息	2013/11/12 9:40:21	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868626 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/11/12 9:37:48	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2862152)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2862152-x86.msu"" /quiet /norestart”)"
警告	2013/11/12 9:37:48	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2862152) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2862152-x86.msu"" /quiet /norestart”)"
信息	2013/11/12 9:37:44	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2862152 更改为 已安装 状态。
信息	2013/11/12 9:37:25	Microsoft-Windows-Servicing	1	无	启动程序包 KB2862152 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/12 20:08:38	Microsoft-Windows-Servicing	2	无	已将程序包 KB2888049 成功更改为 已安装 状态。
信息	2013/10/12 20:08:38	Microsoft-Windows-Servicing	2	无	已将程序包 KB2884256 成功更改为 已安装 状态。
信息	2013/10/12 20:08:38	Microsoft-Windows-Servicing	2	无	已将程序包 KB2882822 成功更改为 已安装 状态。
信息	2013/10/12 0:03:32	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2888049 更改为 已安装 状态。
信息	2013/10/12 0:03:29	Microsoft-Windows-Servicing	1	无	启动程序包 KB2888049 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/12 0:03:29	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2884256 更改为 已安装 状态。
信息	2013/10/12 0:03:27	Microsoft-Windows-Servicing	1	无	启动程序包 KB2884256 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/12 0:03:26	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2882822 更改为 已安装 状态。
信息	2013/10/12 0:03:16	Microsoft-Windows-Servicing	1	无	启动程序包 KB2882822 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 19:44:28	Microsoft-Windows-Servicing	3	无	将程序包 KB2888049 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/11 19:44:25	Microsoft-Windows-Servicing	1	无	启动程序包 KB2888049 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 19:44:21	Microsoft-Windows-Servicing	3	无	将程序包 KB2884256 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/11 19:44:19	Microsoft-Windows-Servicing	1	无	启动程序包 KB2884256 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 19:43:52	Microsoft-Windows-Servicing	3	无	将程序包 KB2882822 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/11 19:43:48	Microsoft-Windows-Servicing	1	无	启动程序包 KB2882822 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 19:37:55	Microsoft-Windows-Servicing	2	无	已将程序包 KB2876284 成功更改为 已安装 状态。
信息	2013/10/11 19:37:55	Microsoft-Windows-Servicing	2	无	已将程序包 KB2847311 成功更改为 已安装 状态。
信息	2013/10/11 19:37:55	Microsoft-Windows-Servicing	2	无	已将程序包 KB2852386 成功更改为 已安装 状态。
信息	2013/10/11 19:37:55	Microsoft-Windows-Servicing	2	无	已将程序包 KB2883150 成功更改为 已安装 状态。
信息	2013/10/11 19:37:55	Microsoft-Windows-Servicing	2	无	已将程序包 KB2863240 成功更改为 已安装 状态。
信息	2013/10/11 19:37:55	Microsoft-Windows-Servicing	2	无	已将程序包 KB2846960 成功更改为 已安装 状态。
信息	2013/10/11 19:37:55	Microsoft-Windows-Servicing	2	无	已将程序包 KB2861698 成功更改为 已安装 状态。
信息	2013/10/11 19:37:55	Microsoft-Windows-Servicing	2	无	已将程序包 KB2864202 成功更改为 已安装 状态。
信息	2013/10/11 0:38:47	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2876284 更改为 已安装 状态。
信息	2013/10/11 0:38:44	Microsoft-Windows-Servicing	1	无	启动程序包 KB2876284 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 0:38:43	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2847311 更改为 已安装 状态。
信息	2013/10/11 0:38:40	Microsoft-Windows-Servicing	1	无	启动程序包 KB2847311 的更改。当前状态为 已暂存。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 0:38:40	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2852386 更改为 已安装 状态。
信息	2013/10/11 0:38:33	Microsoft-Windows-Servicing	1	无	启动程序包 KB2852386 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 0:35:05	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2883150 更改为 已安装 状态。
信息	2013/10/11 0:35:02	Microsoft-Windows-Servicing	1	无	启动程序包 KB2883150 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 0:35:01	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2863240 更改为 已安装 状态。
信息	2013/10/11 0:34:54	Microsoft-Windows-Servicing	1	无	启动程序包 KB2863240 的更改。当前状态为 已暂存。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 0:34:54	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2846960 更改为 已安装 状态。
信息	2013/10/11 0:34:50	Microsoft-Windows-Servicing	1	无	启动程序包 KB2846960 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 0:34:50	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2861698 更改为 已安装 状态。
信息	2013/10/11 0:34:47	Microsoft-Windows-Servicing	1	无	启动程序包 KB2861698 的更改。当前状态为 已暂存。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/11 0:34:46	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2864202 更改为 已安装 状态。
信息	2013/10/11 0:34:41	Microsoft-Windows-Servicing	1	无	启动程序包 KB2864202 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 20:17:05	Microsoft-Windows-Servicing	2	无	已将程序包 KB2847311 成功更改为 已暂存 状态。
信息	2013/10/10 20:17:05	Microsoft-Windows-Servicing	1	无	启动程序包 KB2847311 的更改。当前状态为 已暂存。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 20:17:03	Microsoft-Windows-Servicing	2	无	已将程序包 KB2863240 成功更改为 已暂存 状态。
信息	2013/10/10 20:16:59	Microsoft-Windows-Servicing	1	无	启动程序包 KB2863240 的更改。当前状态为 已暂存。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 20:01:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2868038 成功更改为 已安装 状态。
信息	2013/10/10 20:01:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2864058 成功更改为 已安装 状态。
信息	2013/10/10 20:01:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2862335 成功更改为 已安装 状态。
信息	2013/10/10 20:01:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2862330 成功更改为 已安装 状态。
信息	2013/10/10 20:01:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2847311 成功更改为 已暂存 状态。
信息	2013/10/10 20:01:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2847311 成功更改为 已安装 状态。
信息	2013/10/10 20:01:49	Microsoft-Windows-Servicing	2	无	已将程序包 KB2879017 成功更改为 已安装 状态。
信息	2013/10/10 20:01:49	Microsoft-Windows-Servicing	2	无	已将程序包 KB2863240 成功更改为 已暂存 状态。
信息	2013/10/10 19:57:32	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2868038)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2868038-x86.msu"" /quiet /norestart”)"
警告	2013/10/10 19:57:32	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2868038) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2868038-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:57:32	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2868038 更改为 已安装 状态。
信息	2013/10/10 19:57:23	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868038 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:53:58	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2864058)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2864058-x86.msu"" /quiet /norestart”)"
警告	2013/10/10 19:53:58	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2864058) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2864058-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:53:57	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2864058 更改为 已安装 状态。
信息	2013/10/10 19:53:44	Microsoft-Windows-Servicing	1	无	启动程序包 KB2864058 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:50:22	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2862335)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2862335-x86.msu"" /quiet /norestart”)"
警告	2013/10/10 19:50:22	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2862335) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2862335-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:50:21	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2862335 更改为 已安装 状态。
信息	2013/10/10 19:50:12	Microsoft-Windows-Servicing	1	无	启动程序包 KB2862335 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:46:46	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2862330)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2862330-x86.msu"" /quiet /norestart”)"
警告	2013/10/10 19:46:45	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2862330) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2862330-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:46:45	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2862330 更改为 已安装 状态。
信息	2013/10/10 19:46:30	Microsoft-Windows-Servicing	1	无	启动程序包 KB2862330 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:44:41	Microsoft-Windows-Servicing	3	无	将程序包 KB2864058 更改为 已暂存 状态失败。状态为: 0x800f0902。
信息	2013/10/10 19:44:32	Microsoft-Windows-Servicing	1	无	启动程序包 KB2864058 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:44:06	Microsoft-Windows-Servicing	1	无	启动程序包 KB2862335 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:44:05	Microsoft-Windows-Servicing	3	无	将程序包 KB2888049 更改为 已暂存 状态失败。状态为: 0x800f0902。
信息	2013/10/10 19:43:56	Microsoft-Windows-Servicing	1	无	启动程序包 KB2888049 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:43:55	Microsoft-Windows-Servicing	3	无	将程序包 KB2884256 更改为 已暂存 状态失败。状态为: 0x800f0902。
信息	2013/10/10 19:43:46	Microsoft-Windows-Servicing	1	无	启动程序包 KB2884256 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:43:42	Microsoft-Windows-Servicing	3	无	将程序包 KB2876284 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/10 19:43:19	Microsoft-Windows-Servicing	1	无	启动程序包 KB2876284 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:43:18	Microsoft-Windows-Servicing	3	无	将程序包 KB2882822 更改为 已暂存 状态失败。状态为: 0x800f0902。
信息	2013/10/10 19:43:08	Microsoft-Windows-Servicing	1	无	启动程序包 KB2882822 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:43:07	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2847311 更改为 已暂存 状态。
信息	2013/10/10 19:42:49	Microsoft-Windows-Servicing	1	无	启动程序包 KB2847311 的更改。当前状态为 已安装。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:42:41	Microsoft-Windows-Servicing	3	无	将程序包 KB2852386 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/10 19:42:19	Microsoft-Windows-Servicing	1	无	启动程序包 KB2852386 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:41:41	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2847311)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2847311-x86.msu"" /quiet /norestart”)"
警告	2013/10/10 19:41:41	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2847311) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2847311-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:41:40	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2847311 更改为 已安装 状态。
信息	2013/10/10 19:41:23	Microsoft-Windows-Servicing	1	无	启动程序包 KB2847311 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:36:55	Microsoft-Windows-Servicing	3	无	将程序包 KB2883150 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/10 19:36:41	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2879017)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\IE10-Windows6.1-KB2879017-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:36:41	Microsoft-Windows-Servicing	1	无	启动程序包 KB2883150 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
警告	2013/10/10 19:36:41	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2879017) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\IE10-Windows6.1-KB2879017-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:36:40	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2879017 更改为 已安装 状态。
信息	2013/10/10 19:36:07	Microsoft-Windows-Servicing	1	无	启动程序包 KB2879017 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:35:47	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2863240 更改为 已暂存 状态。
信息	2013/10/10 19:35:41	Microsoft-Windows-Servicing	1	无	启动程序包 KB2863240 的更改。当前状态为 已安装。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:35:31	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2863240)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2863240-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:35:30	Microsoft-Windows-Servicing	2	无	已将程序包 KB2863240 成功更改为 已安装 状态。
信息	2013/10/10 19:35:17	Microsoft-Windows-Servicing	1	无	启动程序包 KB2863240 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:34:48	Microsoft-Windows-Servicing	3	无	将程序包 KB2846960 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/10 19:34:44	Microsoft-Windows-Servicing	1	无	启动程序包 KB2846960 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:34:42	Microsoft-Windows-Servicing	2	无	已将程序包 KB2861698 成功更改为 已暂存 状态。
信息	2013/10/10 19:34:32	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2861698)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2861698-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:34:31	Microsoft-Windows-Servicing	2	无	已将程序包 KB2861698 成功更改为 已安装 状态。
信息	2013/10/10 19:34:12	Microsoft-Windows-Servicing	3	无	将程序包 KB2868038 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/10 19:34:09	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868038 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:33:36	Microsoft-Windows-Servicing	3	无	将程序包 KB2864202 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/10/10 19:33:31	Microsoft-Windows-Servicing	1	无	启动程序包 KB2864202 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/10/10 19:32:56	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2861191)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2861191-x86.msu"" /quiet /norestart”)"
信息	2013/10/10 19:32:56	Microsoft-Windows-Servicing	2	无	已将程序包 KB2861191 成功更改为 已安装 状态。
信息	2013/10/10 19:32:43	Microsoft-Windows-Servicing	1	无	启动程序包 KB2861191 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/9/12 8:54:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2836943 成功更改为 已安装 状态。
信息	2013/9/12 8:54:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2868116 成功更改为 已安装 状态。
信息	2013/9/12 8:54:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2853952 成功更改为 已安装 状态。
信息	2013/9/12 8:54:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2870699 成功更改为 已安装 状态。
信息	2013/9/12 8:54:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2876315 成功更改为 已安装 状态。
信息	2013/9/12 8:54:50	Microsoft-Windows-Servicing	2	无	已将程序包 KB2872339 成功更改为 已安装 状态。
信息	2013/9/11 18:07:07	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2836943 更改为 已安装 状态。
信息	2013/9/11 18:06:52	Microsoft-Windows-Servicing	1	无	启动程序包 KB2836943 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 18:06:52	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2868116 更改为 已安装 状态。
信息	2013/9/11 18:06:34	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868116 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 18:06:33	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2853952 更改为 已安装 状态。
信息	2013/9/11 18:06:22	Microsoft-Windows-Servicing	1	无	启动程序包 KB2853952 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 16:18:15	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2870699)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\IE10-Windows6.1-KB2870699-x86.msu"" /quiet /norestart”)"
警告	2013/9/11 16:18:15	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2870699) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\IE10-Windows6.1-KB2870699-x86.msu"" /quiet /norestart”)"
信息	2013/9/11 16:18:14	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2870699 更改为 已安装 状态。
信息	2013/9/11 16:17:41	Microsoft-Windows-Servicing	1	无	启动程序包 KB2870699 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 16:16:19	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2876315)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2876315-x86.msu"" /quiet /norestart”)"
警告	2013/9/11 16:16:19	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2876315) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2876315-x86.msu"" /quiet /norestart”)"
