级别	日期和时间	来源	事件 ID	任务类别
信息	2013/7/23 1:13:40	Microsoft-Windows-Servicing	1	无	启动程序包 KB2670838 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/22 19:11:46	Microsoft-Windows-Servicing	3	无	将程序包 KB2647753 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:11:44	Microsoft-Windows-Servicing	1	无	启动程序包 KB2647753 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:11:41	Microsoft-Windows-Servicing	3	无	将程序包 KB2786400 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:11:39	Microsoft-Windows-Servicing	1	无	启动程序包 KB2786400 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:11:36	Microsoft-Windows-Servicing	3	无	将程序包 KB2719857 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:11:33	Microsoft-Windows-Servicing	1	无	启动程序包 KB2719857 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:06:42	Microsoft-Windows-Servicing	3	无	将程序包 KB2834140 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:06:40	Microsoft-Windows-Servicing	1	无	启动程序包 KB2834140 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:06:36	Microsoft-Windows-Servicing	3	无	将程序包 KB2799926 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:06:35	Microsoft-Windows-Servicing	1	无	启动程序包 KB2799926 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:06:32	Microsoft-Windows-Servicing	3	无	将程序包 KB2732059 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:06:28	Microsoft-Windows-Servicing	1	无	启动程序包 KB2732059 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:06:25	Microsoft-Windows-Servicing	3	无	将程序包 KB2660075 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:06:23	Microsoft-Windows-Servicing	1	无	启动程序包 KB2660075 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:06:19	Microsoft-Windows-Servicing	3	无	将程序包 KB2813956 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:06:17	Microsoft-Windows-Servicing	1	无	启动程序包 KB2813956 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:06:13	Microsoft-Windows-Servicing	3	无	将程序包 KB2808679 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:06:04	Microsoft-Windows-Servicing	1	无	启动程序包 KB2808679 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:06:01	Microsoft-Windows-Servicing	3	无	将程序包 KB2732487 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:05:59	Microsoft-Windows-Servicing	1	无	启动程序包 KB2732487 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:05:56	Microsoft-Windows-Servicing	3	无	将程序包 KB2761217 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:05:53	Microsoft-Windows-Servicing	1	无	启动程序包 KB2761217 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:05:50	Microsoft-Windows-Servicing	3	无	将程序包 KB2729094 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:05:47	Microsoft-Windows-Servicing	1	无	启动程序包 KB2729094 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:05:44	Microsoft-Windows-Servicing	3	无	将程序包 KB2750841 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:05:34	Microsoft-Windows-Servicing	1	无	启动程序包 KB2750841 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:05:28	Microsoft-Windows-Servicing	3	无	将程序包 KB2820331 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:05:20	Microsoft-Windows-Servicing	1	无	启动程序包 KB2820331 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:05:10	Microsoft-Windows-Servicing	3	无	将程序包 KB2726535 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:04:36	Microsoft-Windows-Servicing	1	无	启动程序包 KB2726535 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:04:30	Microsoft-Windows-Servicing	3	无	将程序包 KB2732500 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:04:28	Microsoft-Windows-Servicing	1	无	启动程序包 KB2732500 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:04:24	Microsoft-Windows-Servicing	3	无	将程序包 KB2699779 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:04:20	Microsoft-Windows-Servicing	1	无	启动程序包 KB2699779 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:04:12	Microsoft-Windows-Servicing	3	无	将程序包 KB2773072 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:03:57	Microsoft-Windows-Servicing	1	无	启动程序包 KB2773072 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:03:52	Microsoft-Windows-Servicing	3	无	将程序包 KB2709630 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:03:50	Microsoft-Windows-Servicing	1	无	启动程序包 KB2709630 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:03:46	Microsoft-Windows-Servicing	3	无	将程序包 KB2640148 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:03:43	Microsoft-Windows-Servicing	1	无	启动程序包 KB2640148 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/22 19:03:25	Microsoft-Windows-Servicing	3	无	将程序包 KB2763523 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/22 19:03:15	Microsoft-Windows-Servicing	1	无	启动程序包 KB2763523 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 22:41:09	Microsoft-Windows-Servicing	2	无	已将程序包 KB2846071 成功更改为 已安装 状态。
信息	2013/7/21 20:58:45	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2846071 更改为 已安装 状态。
信息	2013/7/21 20:57:51	Microsoft-Windows-Servicing	1	无	启动程序包 KB2846071 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 KB2807986 成功更改为 已安装 状态。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 KB2749655 成功更改为 已安装 状态。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 KB2803821 成功更改为 已安装 状态。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 KB2839229 成功更改为 已安装 状态。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 KB982861 成功更改为 已安装 状态。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 982861 成功更改为 已安装 状态。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 KB2786081 成功更改为 已安装 状态。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 KB2779562 成功更改为 已安装 状态。
信息	2013/7/21 13:36:33	Microsoft-Windows-Servicing	2	无	已将程序包 KB2798162 成功更改为 已安装 状态。
信息	2013/7/21 13:14:14	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2807986 更改为 已安装 状态。
信息	2013/7/21 13:13:56	Microsoft-Windows-Servicing	1	无	启动程序包 KB2807986 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 13:13:55	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2749655 更改为 已安装 状态。
信息	2013/7/21 13:13:37	Microsoft-Windows-Servicing	1	无	启动程序包 KB2749655 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 13:13:35	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2803821 更改为 已安装 状态。
信息	2013/7/21 13:13:16	Microsoft-Windows-Servicing	1	无	启动程序包 KB2803821 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 13:10:30	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2839229 更改为 已安装 状态。
信息	2013/7/21 13:10:13	Microsoft-Windows-Servicing	1	无	启动程序包 KB2839229 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 13:10:09	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB982861 更改为 已安装 状态。
信息	2013/7/21 13:09:42	Microsoft-Windows-Servicing	1	无	启动程序包 KB982861 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/21 13:09:37	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 982861 更改为 已安装 状态。
信息	2013/7/21 13:08:50	Microsoft-Windows-Servicing	1	无	启动程序包 982861 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/21 13:02:18	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2786081 更改为 已安装 状态。
信息	2013/7/21 13:02:12	Microsoft-Windows-Servicing	1	无	启动程序包 KB2786081 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 13:02:11	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2779562 更改为 已安装 状态。
信息	2013/7/21 13:02:03	Microsoft-Windows-Servicing	1	无	启动程序包 KB2779562 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 13:02:02	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2798162 更改为 已安装 状态。
信息	2013/7/21 13:01:34	Microsoft-Windows-Servicing	1	无	启动程序包 KB2798162 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 12:55:06	Microsoft-Windows-Servicing	3	无	将程序包 KB2803821 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/21 12:55:04	Microsoft-Windows-Servicing	1	无	启动程序包 KB2803821 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 12:55:01	Microsoft-Windows-Servicing	3	无	将程序包 KB2749655 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/21 12:54:59	Microsoft-Windows-Servicing	1	无	启动程序包 KB2749655 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 12:54:53	Microsoft-Windows-Servicing	3	无	将程序包 KB2798162 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/21 12:54:38	Microsoft-Windows-Servicing	1	无	启动程序包 KB2798162 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 12:54:34	Microsoft-Windows-Servicing	3	无	将程序包 KB2807986 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/21 12:54:31	Microsoft-Windows-Servicing	1	无	启动程序包 KB2807986 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 12:54:27	Microsoft-Windows-Servicing	3	无	将程序包 KB2839229 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/21 12:54:25	Microsoft-Windows-Servicing	1	无	启动程序包 KB2839229 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 12:54:21	Microsoft-Windows-Servicing	3	无	将程序包 KB2786081 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/21 12:54:19	Microsoft-Windows-Servicing	1	无	启动程序包 KB2786081 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 12:54:05	Microsoft-Windows-Servicing	3	无	将程序包 KB2779562 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/21 12:53:48	Microsoft-Windows-Servicing	1	无	启动程序包 KB2779562 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 12:34:32	Microsoft-Windows-Servicing	2	无	已将程序包 KBWUClient-SelfUpdate-Aux 成功更改为 已安装 状态。
信息	2013/7/21 1:10:12	Microsoft-Windows-Servicing	3	无	将程序包 KBWUClient-SelfUpdate-Aux 更改为 已安装 状态失败。状态为: 0x800f0806。
信息	2013/7/21 1:10:10	Microsoft-Windows-Servicing	1	无	启动程序包 KBWUClient-SelfUpdate-Aux 的更改。当前状态为 已暂存。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 1:10:09	Microsoft-Windows-Servicing	2	无	已将程序包 WindowsUpdateClient-SelfUpdate-ActiveX-Package 成功更改为 已安装 状态。
信息	2013/7/21 1:10:08	Microsoft-Windows-Servicing	1	无	启动程序包 WindowsUpdateClient-SelfUpdate-ActiveX-Package 的更改。当前状态为 已暂存。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 1:10:07	Microsoft-Windows-Servicing	2	无	已将程序包 KBWUClient-SelfUpdate-Core 成功更改为 已安装 状态。
信息	2013/7/21 1:10:03	Microsoft-Windows-Servicing	1	无	启动程序包 KBWUClient-SelfUpdate-Core 的更改。当前状态为 已暂存。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 1:09:55	Microsoft-Windows-Servicing	2	无	已将程序包 KBWUClient-SelfUpdate-Core 成功更改为 已暂存 状态。
信息	2013/7/21 1:09:47	Microsoft-Windows-Servicing	1	无	启动程序包 KBWUClient-SelfUpdate-Core 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 1:09:47	Microsoft-Windows-Servicing	2	无	已将程序包 KBWUClient-SelfUpdate-Aux 成功更改为 已暂存 状态。
信息	2013/7/21 1:09:42	Microsoft-Windows-Servicing	1	无	启动程序包 KBWUClient-SelfUpdate-Aux 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/21 1:09:41	Microsoft-Windows-Servicing	2	无	已将程序包 WindowsUpdateClient-SelfUpdate-ActiveX-Package 成功更改为 已暂存 状态。
信息	2013/7/21 1:09:39	Microsoft-Windows-Servicing	1	无	启动程序包 WindowsUpdateClient-SelfUpdate-ActiveX-Package 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 10:44:29	Microsoft-Windows-Servicing	2	无	已将程序包 KB2850851 成功更改为 已安装 状态。
信息	2013/7/20 10:44:29	Microsoft-Windows-Servicing	2	无	已将程序包 KB2847927 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2845187 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2844286 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2840631 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2835364 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2835361 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2834886 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2833946 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2832414 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2846071 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2813347 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2845690 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2839894 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2813430 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2830290 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2820197 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2804579 成功更改为 已安装 状态。
信息	2013/7/20 10:44:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2840149 成功更改为 已安装 状态。
信息	2013/7/20 5:06:17	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2850851)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2850851-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:06:17	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2850851) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2850851-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:06:17	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2850851 更改为 已安装 状态。
信息	2013/7/20 5:06:06	Microsoft-Windows-Servicing	1	无	启动程序包 KB2850851 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 5:06:03	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2847927)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2847927-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:06:03	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2847927) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2847927-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:06:03	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2847927 更改为 已安装 状态。
信息	2013/7/20 5:05:52	Microsoft-Windows-Servicing	1	无	启动程序包 KB2847927 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 5:05:49	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2845187)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2845187-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:05:48	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2845187) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2845187-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:05:48	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2845187 更改为 已安装 状态。
信息	2013/7/20 5:05:38	Microsoft-Windows-Servicing	1	无	启动程序包 KB2845187 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 5:05:35	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2844286)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2844286-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:05:35	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2844286) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2844286-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:05:34	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2844286 更改为 已安装 状态。
信息	2013/7/20 5:05:18	Microsoft-Windows-Servicing	1	无	启动程序包 KB2844286 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 5:05:15	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2840631)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2840631-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:05:14	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2840631) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2840631-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:05:14	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2840631 更改为 已安装 状态。
信息	2013/7/20 5:05:03	Microsoft-Windows-Servicing	1	无	启动程序包 KB2840631 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 5:01:17	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2835364)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2835364-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:01:17	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2835364) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2835364-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:01:17	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2835364 更改为 已安装 状态。
信息	2013/7/20 5:00:58	Microsoft-Windows-Servicing	1	无	启动程序包 KB2835364 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 5:00:54	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2835361 更改为 已安装 状态。
信息	2013/7/20 5:00:45	Microsoft-Windows-Servicing	1	无	启动程序包 KB2835361 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/20 5:00:43	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2834886)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2834886-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:00:43	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2834886) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2834886-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:00:42	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2834886 更改为 已安装 状态。
信息	2013/7/20 5:00:33	Microsoft-Windows-Servicing	1	无	启动程序包 KB2834886 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 5:00:30	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2833946)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2833946-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:00:30	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2833946) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2833946-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:00:29	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2833946 更改为 已安装 状态。
信息	2013/7/20 5:00:14	Microsoft-Windows-Servicing	1	无	启动程序包 KB2833946 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 5:00:10	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2832414)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2832414-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 5:00:10	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2832414) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2832414-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 5:00:09	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2832414 更改为 已安装 状态。
信息	2013/7/20 4:59:55	Microsoft-Windows-Servicing	1	无	启动程序包 KB2832414 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:59:51	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2846071)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2846071-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:59:51	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2846071) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2846071-x86.msu"" /quiet /norestart”)"
